report_id,report_text,iogp_category_hint,suggested_tags,iogp_tags,sif_potential,energy_level,barrier_failure,human_proximity,exposure_duration,notes,labeled_by
R098,"A contractor began cutting a pipe believed to be empty, but residual product ignited when the torch made contact.",hot_work,hot_work,hot_work;energy_isolation;work_authorisation,true,2,2,2,1,"The report describes a hot work incident where residual product ignited during pipe cutting, indicating a failure to properly verify zero energy and control flammables. High-magnitude thermal and chem",llm_weak_gold
R099,"A worker used an extension ladder that was too short for the platform, overreaching from the top rungs.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The worker was exposed to a fall hazard from an elevated height while overreaching on an inadequate ladder, representing a gravitational energy risk. A critical physical barrier (proper height/secured",llm_weak_gold
R100,Fall protection was clipped to a handrail instead of a rated anchor point on an elevated walkway.,working_at_height,working_at_height,working_at_height,false,2,1,2,1,"The worker was at height (>2m) and clipped their fall protection to a handrail rather than a rated anchor point, representing gravitational energy exposure with a degraded/improper barrier. While the ",llm_weak_gold
R101,A worker removed his harness briefly to reposition tools and slipped before reattaching.,working_at_height,working_at_height,working_at_height,true,2,2,2,2,"The worker was exposed to gravitational energy at height (>2m) and fell after removing his fall protection harness, meaning a critical personal protective barrier was absent. The worker was directly i",llm_weak_gold
R102,"Scaffold planks were missing toe boards, and a dropped tool struck a worker below.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"Gravitational energy was present from elevated work where a dropped tool struck a worker below. A critical physical barrier (toe boards) was absent, and a worker in the exposure path was directly stru",llm_weak_gold
R103,A worker climbed onto equipment to gain height instead of using the available man-lift.,working_at_height,working_at_height,working_at_height,false,2,1,1,1,"The worker climbed onto equipment for height without using the proper man-lift, introducing a fall hazard greater than 2m. While the height energy source is present, the worker's exposure was brief an",llm_weak_gold
R104,A load was lifted using a single-leg sling instead of the required multi-leg configuration for the shape of the load.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting,false,2,1,1,1,"A mechanical lifting operation was conducted using an incorrect sling configuration, introducing the hazard of an unstable suspended load and gravitational energy. A worker was in the proximity of the",llm_weak_gold
R105,"Riggers proceeded with a lift after noticing a frayed section of the sling, planning to inspect it after the job.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The riggers proceeded with a mechanical lift using a visibly damaged/frayed sling, introducing high gravitational energy from a suspended load while ignoring a critical physical barrier (sling integri",llm_weak_gold
R106,A crane's outriggers were not fully extended before a lift near the edge of its rated capacity.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A crane lift near rated capacity with outriggers not fully extended creates high mechanical/gravitational energy potential due to the risk of crane tip-over, and the operator/rigging crew were in the ",llm_weak_gold
R107,"A worker used his hands to guide a load into place instead of a tag line, and his fingers were caught.",safe_mechanical_lifting,safe_mechanical_lifting,line_of_fire;safe_mechanical_lifting,false,1,2,2,1,"The worker was guiding a mechanical load with hands instead of a tag line, resulting in fingers being caught, which involves mechanical pinch-point energy in the line of fire. A critical physical barr",llm_weak_gold
R108,Two cranes were used to lift a single load without a documented dual-lift plan.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;work_authorisation,true,2,2,2,1,"The dual-lift operation involved heavy suspended loads and complex lifting dynamics, which constitutes high-magnitude mechanical energy (energy_level: 2). The critical administrative and planning barr",llm_weak_gold
R109,A driver skipped the pre-trip vehicle inspection and later discovered the brakes were low on fluid mid-route.,driving,driving,driving,false,1,1,1,1,"The driver operated a vehicle without a pre-trip inspection and encountered low brake fluid mid-route, representing moving vehicle energy and a degraded administrative barrier. While driving involves ",llm_weak_gold
R110,A supervisor pressured a driver to keep driving past the mandated rest break to make a delivery window.,driving,driving,driving,false,1,1,1,2,"The report describes a driving operations issue involving fatigue pressure rather than a high-speed vehicle crash or mechanical kinetic energy event, though extended driving presents moderate transpor",llm_weak_gold
R111,A driver took a shortcut on an unmaintained lease road in heavy rain and became stuck near a wash-out.,driving,driving,driving,false,1,1,1,1,"The driver operated a vehicle on an unmaintained lease road in adverse weather, resulting in getting stuck near a wash-out. This involves vehicular energy and exposure to rough terrain hazards, but wi",llm_weak_gold
R112,A worker rode in the bed of a pickup truck between well pads instead of using the cab.,driving,driving,driving,true,2,2,2,1,"A worker rode in the bed of a pickup truck, exposing themselves to the risk of falling from a moving vehicle or being thrown in the event of sudden braking or a crash. Vehicle movement involves signif",llm_weak_gold
R113,A driver failed to chain up in icy conditions on a mountain access road and slid off the shoulder.,driving,driving,driving,true,2,2,2,2,"A heavy vehicle lost traction on a mountain road due to not chaining up in icy conditions, resulting in the vehicle sliding off the shoulder. This involves high-magnitude kinetic and gravitational ene",llm_weak_gold
