report_id,report_text,iogp_category_hint,suggested_tags,iogp_tags,sif_potential,energy_level,barrier_failure,human_proximity,exposure_duration,notes,labeled_by
R091,A worker walked under a boom while a crane was repositioning a load overhead.,line_of_fire,line_of_fire,line_of_fire;safe_mechanical_lifting,true,2,2,2,1,"The incident involved high gravitational and mechanical energy from a suspended overhead load being repositioned by a crane. The worker walked directly beneath the suspended load, exposing themselves ",llm_weak_gold
R092,Two workers stood on opposite sides of a pipe being straightened under tension when it snapped.,line_of_fire,line_of_fire,line_of_fire,true,2,1,2,1,"High-magnitude mechanical tension energy was present in the pipe, which snapped while workers were directly positioned in the line of fire on either side. Although specific procedural violations were ",llm_weak_gold
R093,A worker stood downwind of a pressure relief vent during a blowdown.,line_of_fire,line_of_fire,line_of_fire;energy_isolation,true,2,1,2,1,"The incident involved high-pressure energy released during a blowdown, placing the worker directly in the hazardous gas path downwind of the vent. While procedural controls for positioning were not fo",llm_weak_gold
R094,"A welding blanket was not used to shield nearby insulation, which later ignited from stray sparks.",hot_work,hot_work,hot_work,false,1,1,1,1,"Stray welding sparks contacted unprotected insulation, resulting in a localized ignition involving moderate fire/thermal energy. The absence of the welding blanket represents a degraded procedural bar",llm_weak_gold
R095,Gas testing was performed at the start of a hot work job but not repeated after a shift change several hours later.,hot_work,hot_work,hot_work;work_authorisation,false,2,1,1,1,"The hot work operation involved flammable gas hazards, representing a moderate to high energy source, but gas testing was omitted following a shift change (degraded administrative barrier). Workers we",llm_weak_gold
R096,A grinder was used near an open drum of solvent that had not been moved out of the hot work area.,hot_work,hot_work,hot_work,true,2,2,2,1,The use of a grinder (ignition source) near an open drum of solvent introduces a high risk of fire or explosion from flammable vapors. A critical barrier was absent as the flammable material was not c,llm_weak_gold
R097,Hot work continued through a wind shift that blew sparks toward a nearby vent stack.,hot_work,hot_work,hot_work;work_authorisation,true,2,2,1,1,"Hot work was performed while a wind shift blew sparks toward a nearby vent stack, presenting an ignition hazard near potential hydrocarbon vapor releases. A critical procedural and environmental barri",llm_weak_gold
R098,"A contractor began cutting a pipe believed to be empty, but residual product ignited when the torch made contact.",hot_work,hot_work,hot_work;work_authorisation;energy_isolation,true,2,2,2,1,"The incident involved flammable residual product igniting during hot work on a pipe, presenting a high thermal and chemical energy hazard. A critical procedural barrier (line verification/purging) fai",llm_weak_gold
R099,"A worker used an extension ladder that was too short for the platform, overreaching from the top rungs.",working_at_height,working_at_height,working_at_height,true,2,1,2,1,The worker was exposed to a fall hazard from an elevated height while overreaching on an unsecured extension ladder. This involves gravitational energy from height (>2m) with partial barrier failure (,llm_weak_gold
R100,Fall protection was clipped to a handrail instead of a rated anchor point on an elevated walkway.,working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The worker was exposed to a fall hazard from an elevated walkway (>2m height, representing high gravitational energy), but the fall protection harness was incorrectly anchored to a non-rated handrail ",llm_weak_gold
R101,A worker removed his harness briefly to reposition tools and slipped before reattaching.,working_at_height,working_at_height,working_at_height;line_of_fire,true,2,2,2,1,The worker was exposed to high gravitational energy by working at height (>2m) without fall protection during the brief moment the harness was removed. A critical physical barrier (the harness tie-off,llm_weak_gold
R102,"Scaffold planks were missing toe boards, and a dropped tool struck a worker below.",working_at_height,working_at_height,working_at_height;line_of_fire,true,2,2,2,1,"A dropped tool from height struck a worker because toe boards were missing, representing a gravitational hazard and a failure of physical containment barriers. The worker was directly in the impact pa",llm_weak_gold
R103,A worker climbed onto equipment to gain height instead of using the available man-lift.,working_at_height,working_at_height,working_at_height,true,2,1,2,1,"The worker climbed onto equipment to gain height, introducing a fall hazard greater than 2 meters without using the proper man-lift. While working at height involves moderate-to-high gravitational ene",llm_weak_gold
R104,A load was lifted using a single-leg sling instead of the required multi-leg configuration for the shape of the load.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting,false,2,1,1,1,"The lifting operation utilized an incorrect sling configuration for the shape of the load, presenting a mechanical lifting hazard involving gravity and suspended load energy. Although a lifting contro",llm_weak_gold
R105,"Riggers proceeded with a lift after noticing a frayed section of the sling, planning to inspect it after the job.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The riggers proceeded with a heavy mechanical lift using a knowingly damaged (frayed) sling, presenting high gravitational and mechanical energy hazards. A critical physical barrier (the lifting sling",llm_weak_gold
R106,A crane's outriggers were not fully extended before a lift near the edge of its rated capacity.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The operation involved a heavy suspended load near the crane's capacity (high gravitational/mechanical energy), while a critical physical stability barrier (outriggers) was not fully extended. The per",llm_weak_gold
R107,"A worker used his hands to guide a load into place instead of a tag line, and his fingers were caught.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The incident involved mechanical lifting energy and a direct line-of-fire exposure where a worker placed their hands directly into the hazard path of a moving load, resulting in a crushed finger. Whil",llm_weak_gold
R108,Two cranes were used to lift a single load without a documented dual-lift plan.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;work_authorisation,true,2,2,2,1,"The incident involved a multi-crane lift without a documented dual-lift plan, representing heavy suspended loads with high gravitational and mechanical energy. Although the lift was executed, the crit",llm_weak_gold
R109,A driver skipped the pre-trip vehicle inspection and later discovered the brakes were low on fluid mid-route.,driving,driving,driving,true,2,2,2,2,"The incident involved a moving vehicle at speed, representing high mechanical and kinetic energy. The critical pre-trip inspection barrier was completely omitted, the driver was directly operating the",llm_weak_gold
R110,A supervisor pressured a driver to keep driving past the mandated rest break to make a delivery window.,driving,driving,driving,true,2,2,2,2,"The incident involves a moving vehicle operated by a fatigued driver under schedule pressure, representing a high-energy kinetic hazard. The critical behavioral barrier of adhering to hours-of-service",llm_weak_gold
R111,A driver took a shortcut on an unmaintained lease road in heavy rain and became stuck near a wash-out.,driving,driving,driving,false,1,1,2,1,"The incident involved a vehicle operating in poor weather and terrain conditions, representing moderate kinetic/vehicle energy. The barrier failure involved choosing an unmaintained route in heavy rai",llm_weak_gold
R112,A worker rode in the bed of a pickup truck between well pads instead of using the cab.,driving,driving,driving,true,2,2,2,1,"The worker was exposed to the kinetic energy of a moving vehicle while riding unrestrained in the truck bed, representing a severe ejection/fall hazard. A critical safety barrier (seatbelt/cabin prote",llm_weak_gold
R113,A driver failed to chain up in icy conditions on a mountain access road and slid off the shoulder.,driving,driving,driving,true,2,2,2,1,"The incident involved a heavy moving vehicle operating on a mountain road with severe environmental hazards (icy conditions), representing high kinetic and gravitational energy. A critical operational",llm_weak_gold
