report_id,report_text,sif_label,risk_level,life_saving_rule,activity,location,hazard,barrier_failure,potential_consequence,source,expert_verified
0330,Employee requested footrest for ergonomic improvement,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0331,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0332,"Label missing on storage bin, corrected during audit",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0333,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0334,Overloaded sling used during material lifting operation,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0335,"Minor spill near break room refrigerator, cleaned promptly",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0336,Minor signage fading observed during routine walkthrough,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0337,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0338,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0339,"Coffee machine leak observed in break room, reported for repair",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0340,Hot work carried out without fire watch present,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0341,Personnel removed guardrail without fall protection in place,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0342,Worker climbed scaffold without securing safety harness,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0343,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0344,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
0345,Heavy debris dropped near active work zone without exclusion barrier,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
0346,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0347,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0348,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0349,Driver did not wear seatbelt during transport on plant road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0350,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0351,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0352,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0353,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0354,"Tag line not used, worker exposed under suspended load near loading bay",1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0355,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0356,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0357,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0358,Overloaded sling used during material lifting operation,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0359,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0360,Minor signage fading observed during routine walkthrough,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0361,Hot work carried out without fire watch present,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0362,Vessel cleaning started without a standby attendant at entry point,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
0363,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
0364,Crane hook block swung uncontrolled near working personnel,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0365,Machine guard removed while equipment was still running,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0366,"Minor clutter in break room seating area, tidied up",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0367,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0368,"Minor spill near break room refrigerator, cleaned promptly",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0369,Worker pinched finger lightly while closing toolbox,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0370,Loose clothing caught near unguarded rotating shaft,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0371,Welding started near flammable material without hot work permit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0372,Worker climbed scaffold without securing safety harness,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0373,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0374,Employee requested footrest for ergonomic improvement,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0375,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0376,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0377,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0378,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0379,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0380,"Expired item found in store inventory, removed during check",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0381,Pressure test conducted without verifying line isolation,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
0382,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0383,Cutting torch used near open flammable liquid without isolation,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0384,Worker stood in line of fire while pressure testing pipeline,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
0385,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0386,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0387,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0388,Marine work continued despite deteriorating weather conditions,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
0389,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0390,"Minor clutter in break room seating area, tidied up",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0391,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0392,Worker positioned under partially demolished structure during work,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
0393,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0394,Hot work permit expired but welding continued in process area,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0395,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0396,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0397,Marine work continued despite deteriorating weather conditions,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
0398,Vehicle exceeded site speed limit near pedestrian crossing,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0399,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0400,Worker entered nitrogen-purged vessel without gas test clearance,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
0401,Driver showed signs of fatigue during long haul transport run,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0402,Worker reached into moving conveyor without lockout,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0403,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0404,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0405,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0406,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0407,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0408,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0409,"Minor spill near break room refrigerator, cleaned promptly",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0410,Energized equipment opened for repair without isolation verification,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0411,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0412,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0413,"Minor clutter in break room seating area, tidied up",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0414,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0415,Employee entered vessel before oxygen levels were verified,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0416,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0417,Loose stationery observed on office desk,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0418,"Minor clutter in break room seating area, tidied up",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0419,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0420,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0421,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0422,Worker walked behind reversing dumper without eye contact with operator,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
0423,Hot work permit expired but welding continued in process area,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0424,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0425,Skylight opening left uncovered near active roof work area,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
0426,Substation cable tested without confirming de-energization,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0427,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0428,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0429,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0430,"Coffee machine leak observed in break room, reported for repair",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0431,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0432,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0433,"Tag line not used, worker exposed under suspended load near loading bay",1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0434,Vessel cleaning started without a standby attendant at entry point,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
0435,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0436,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0437,Worker fell overboard without personal flotation device worn,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
0438,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0439,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
0440,Crane hook block swung uncontrolled near working personnel,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0441,"Cable lying on office floor, minor trip hazard noted",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0442,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0443,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0444,Jumper cable connected to line assumed dead without verification,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0445,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0446,Driver showed signs of fatigue during long haul transport run,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0447,"Chemical drum overfilled during transfer, causing splash exposure",1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0448,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0449,Diver lost communication with surface team during subsea operation,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
0450,Skylight opening left uncovered near active roof work area,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
0451,Confined space permit expired but work continued inside tank,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
0452,"Label missing on storage bin, corrected during audit",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0453,Roof access made without anchor point for fall arrest harness,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
0454,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0455,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0456,"Tag line not used, worker exposed under suspended load near loading bay",1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0457,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0458,"Label missing on storage bin, corrected during audit",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0459,Minor eye strain reported after prolonged screen use,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0460,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0461,Worker contacted overhead power line while operating boom lift nearby,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0462,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0463,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0464,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0465,Minor eye strain reported after prolonged screen use,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0466,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0467,Employee requested footrest for ergonomic improvement,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0468,Employee working at height with harness lanyard unattached,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0469,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0470,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0471,Worker contacted overhead power line while operating boom lift nearby,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0472,Employee working inside trench without spoil pile setback,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0473,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0474,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
0475,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0476,"Minor clutter in break room seating area, tidied up",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0477,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0478,"Cable lying on office floor, minor trip hazard noted",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0479,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0480,"Chair wheel slightly loose, reported for maintenance",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0481,Minor eye strain reported after prolonged screen use,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0482,"Minor scrape while unpacking material crate, first aid applied",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0483,Personnel removed guardrail without fall protection in place,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0484,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0485,Jumper cable connected to line assumed dead without verification,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0486,"Minor scrape while unpacking material crate, first aid applied",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0487,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0488,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0489,"Label missing on storage bin, corrected during audit",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0490,Energized equipment opened for repair without isolation verification,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0491,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0492,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0493,Machine guard removed while equipment was still running,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0494,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0495,Driver did not wear seatbelt during transport on plant road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0496,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0497,Roof access made without anchor point for fall arrest harness,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
0498,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0499,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0500,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
0501,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0502,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0503,Worker stood in line of fire while pressure testing pipeline,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
0504,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0505,Worker walked behind reversing dumper without eye contact with operator,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
0506,"Minor spill near break room refrigerator, cleaned promptly",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
0507,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0508,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0509,Personnel removed guardrail without fall protection in place,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0510,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0511,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0512,Employee entered vessel before oxygen levels were verified,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0513,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
0514,Jumper cable connected to line assumed dead without verification,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
0515,Interlock switch bypassed to keep production running during jam clearance,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0516,Interlock switch bypassed to keep production running during jam clearance,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0517,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
0518,Personnel walked under load being lifted by mobile crane,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
